"Sort_Date","Plot_Treatment","Plot_Replicate","Footprint","Plot_ID","Footprint_Full","Start_Date","Days_Since_Irrigation","Genus","Epithet","Species","Reproductive_Yes1_No0","Number","Voucher","Sorter"
"2/15/2022","T2","R3","IR","T2_R3_IR","Control (irrigated)","8/2/2021","4","No ants","NULL","No ants NULL","NULL","NULL","NULL","AKS"
"1/27/2022","T2","R3","VR","T2_R3_VR","Variable Rainfall","8/2/2021","11","Lasius","neoniger","Lasius neoniger","0","2","NHKBS4047","AKS"
"1/27/2022","T2","R3","VR","T2_R3_VR","Variable Rainfall","8/2/2021","11","Solenopsis","molesta","Solenopsis molesta","0","1","NHKBS4045","AKS"
"1/27/2022","T2","R3","VR","T2_R3_VR","Variable Rainfall","8/2/2021","11","Tetramorium","immigrans","Tetramorium immigrans","0","3","NHKBS4046","AKS"
"10/19/2021","T2","R6","D1","T2_R6_D1","Y1 Drought (soy)","8/2/2021","17","No ants","NULL","No ants NULL","NULL","NULL","NULL","ECO"
"1/27/2022","T2","R6","IR","T2_R6_IR","Control (irrigated)","8/2/2021","3","Lasius","neoniger","Lasius neoniger","0","1","NHKBS4007","AKS"
"1/27/2022","T2","R6","VR","T2_R6_VR","Variable Rainfall","8/2/2021","11","Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS4006","AKS"
"10/19/2021","T7","R3","D1","T7_R3_D1","Y1 Drought (soy)","8/2/2021","18","Formica","glacialis","Formica glacialis","0","2","NHKBS3704","ECO"
"10/19/2021","T7","R3","D1","T7_R3_D1","Y1 Drought (soy)","8/2/2021","18","Lasius","neoniger","Lasius neoniger","0","1","NHKBS3705","ECO"
"9/17/2021","T7","R3","IR","T7_R3_IR","Control (irrigated)","8/2/2021","4","Lasius","neoniger","Lasius neoniger","0","1","NHKBS3613","JDS"
"9/17/2021","T7","R3","IR","T7_R3_IR","Control (irrigated)","8/2/2021","4","Myrmica","americana","Myrmica americana","0","1","NHKBS3614","JDS"
"2/1/2022","T7","R3","VR","T7_R3_VR","Variable Rainfall","8/2/2021","13","Lasius","neoniger","Lasius neoniger","0","1","NHKBS4087","AKS"
"2/1/2022","T7","R3","VR","T7_R3_VR","Variable Rainfall","8/2/2021","13","Myrmica","detritinodis","Myrmica detritinodis","0","3","NHKBS4088","AKS"
"2/1/2022","T7","R3","VR","T7_R3_VR","Variable Rainfall","8/2/2021","13","Myrmica","sp","Myrmica sp","1","1","NHKBS4086","AKS"
"10/19/2021","T7","R5","D1","T7_R5_D1","Y1 Drought (soy)","8/2/2021","17","Aphaenogaster","rudis","Aphaenogaster rudis","0","2","NHKBS3700","ECO"
"10/19/2021","T7","R5","D1","T7_R5_D1","Y1 Drought (soy)","8/2/2021","17","Formica","glacialis","Formica glacialis","0","1","NHKBS3702","ECO"
"10/19/2021","T7","R5","D1","T7_R5_D1","Y1 Drought (soy)","8/2/2021","17","Myrmica","fracticornis","Myrmica fracticornis","0","1","NHKBS3701","ECO"
"2/10/2022","T7","R5","IR","T7_R5_IR","Control (irrigated)","8/2/2021","3","Formica","glacialis","Formica glacialis","0","3","NHKBS4151","AKS"
"2/10/2022","T7","R5","IR","T7_R5_IR","Control (irrigated)","8/2/2021","3","Myrmica","americana","Myrmica americana","0","1","NHKBS4150","AKS"
"1/27/2022","T7","R5","VR","T7_R5_VR","Variable Rainfall","8/2/2021","11","Formica","subsericea","Formica subsericea","0","2","NHKBS4049","AKS"
"1/27/2022","T7","R5","VR","T7_R5_VR","Variable Rainfall","8/2/2021","11","Lasius","neoniger","Lasius neoniger","0","9","NHKBS4048","AKS"
"12/27/2021","T7","R6","D1","T7_R6_D1","Y1 Drought (soy)","8/2/2021","17","Aphaenogaster","rudis","Aphaenogaster rudis","0","1","NHKBS3915","AKS"
"12/27/2021","T7","R6","D1","T7_R6_D1","Y1 Drought (soy)","8/2/2021","17","Crematogaster","cerasi","Crematogaster cerasi","0","1","NHKBS3911","AKS"
"12/27/2021","T7","R6","D1","T7_R6_D1","Y1 Drought (soy)","8/2/2021","17","Myrmica","americana","Myrmica americana","0","6","NHKBS3912","AKS"
"12/27/2021","T7","R6","D1","T7_R6_D1","Y1 Drought (soy)","8/2/2021","17","Prenolepis","imparis","Prenolepis imparis","0","2","NHKBS3914","AKS"
"12/27/2021","T7","R6","D1","T7_R6_D1","Y1 Drought (soy)","8/2/2021","17","Solenopsis","molesta","Solenopsis molesta","0","3","NHKBS3913","AKS"
"1/27/2022","T7","R6","IR","T7_R6_IR","Control (irrigated)","8/2/2021","3","Lasius","neoniger","Lasius neoniger","0","3","NHKBS4042","AKS"
"1/27/2022","T7","R6","IR","T7_R6_IR","Control (irrigated)","8/2/2021","2","Myrmica","americana","Myrmica americana","0","16","NHKBS4044","AKS"
"1/27/2022","T7","R6","IR","T7_R6_IR","Control (irrigated)","8/2/2021","3","Nylanderia","parvula","Nylanderia parvula","0","4","NHKBS4043","AKS"
"10/18/2021","T7","R6","VR","T7_R6_VR","Variable Rainfall","8/2/2021","11","Lasius","neoniger","Lasius neoniger","0","1","NHKBS3695","ECO"
"10/14/2021","T1",NA,NA,"T1_NA_NA",NA,"8/9/2021",NA,"Formica","glacialis","Formica glacialis","0","1","NHKBS3684","ECO"
"10/14/2021","T1",NA,NA,"T1_NA_NA",NA,"8/9/2021",NA,"Formica","incerta","Formica incerta","0","1","NHKBS3685","ECO"
"10/14/2021","T1",NA,NA,"T1_NA_NA",NA,"8/9/2021",NA,"Lasius","neoniger","Lasius neoniger","0","15","NHKBS3682","ECO"
"10/14/2021","T1",NA,NA,"T1_NA_NA",NA,"8/9/2021",NA,"Solenopsis","molesta","Solenopsis molesta","0","11","NHKBS3683","ECO"
"10/14/2021","T1",NA,NA,"T1_NA_NA",NA,"8/9/2021",NA,"Tetramorium","immigrans","Tetramorium immigrans","0","8","NHKBS3681","ECO"
"1/1/2022","T1",NA,NA,"T1_NA_NA",NA,"8/9/2021",NA,"Formica","glacialis","Formica glacialis","0","2","NHKBS3920","AKS"
"1/1/2022","T1",NA,NA,"T1_NA_NA",NA,"8/9/2021",NA,"Tetramorium","immigrans","Tetramorium immigrans","0","3","NHKBS3921","AKS"
"11/30/2021","T1","R3","D1","T1_R3_D1","Y1 Drought (soy)","8/9/2021","25","Formica","glacialis","Formica glacialis","0","1","NHKBS3875","AKS"
"11/30/2021","T1","R3","D1","T1_R3_D1","Y1 Drought (soy)","8/9/2021","25","Lasius","neoniger","Lasius neoniger","0","1","NHKBS3876","AKS"
"11/30/2021","T1","R3","D1","T1_R3_D1","Y1 Drought (soy)","8/9/2021","25","Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS3877","AKS"
"2/1/2022","T1","R3","IR","T1_R3_IR","Control (irrigated)","8/9/2021","4","Myrmica","americana","Myrmica americana","0","1","NHKBS4084","AKS"
"2/1/2022","T1","R3","IR","T1_R3_IR","Control (irrigated)","8/9/2021","4","Tetramorium","immigrans","Tetramorium immigrans","0","6","NHKBS4085","AKS"
"2/23/2022","T1","R4","IR","T1_R4_IR","Control (irrigated)","8/9/2021","4","Formica","glacialis","Formica glacialis","0","1","NHKBS4324","SF"
"2/23/2022","T1","R4","IR","T1_R4_IR","Control (irrigated)","8/9/2021","4","Solenopsis","molesta","Solenopsis molesta","0","1","NHKBS4323","SF"
"1/27/2022","T1","R4","VR","T1_R4_VR","Variable Rainfall","8/9/2021","18","Lasius","neoniger","Lasius neoniger","0","1","NHKBS4008","AKS"
"1/27/2022","T1","R4","VR","T1_R4_VR","Variable Rainfall","8/9/2021","18","Solenopsis","molesta","Solenopsis molesta","0","1",NA,"AKS"
"1/27/2022","T1","R4","VR","T1_R4_VR","Variable Rainfall","8/9/2021","18","Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS4009","AKS"
"2/9/2022","T2","R4","D1","T2_R4_D1","Y1 Drought (soy)","8/9/2021","25","Lasius","neoniger","Lasius neoniger","0","3","NHKBS4129","JDS"
"2/9/2022","T2","R4","D1","T2_R4_D1","Y1 Drought (soy)","8/9/2021","25","Solenopsis","molesta","Solenopsis molesta","0","9","NHKBS4128","JDS"
"2/22/2022","T2","R4","IR","T2_R4_IR","Control (irrigated)","8/9/2021","4","Formica","integra","Formica integra","0","1","NHKBS4292","SF"
"2/15/2022","T7","R4","D1","T7_R4_D1","Y1 Drought (soy)","8/9/2021","25","Aphaenogaster","rudis","Aphaenogaster rudis","0","2","NHKBS4158","AKS"
"2/15/2022","T7","R4","D1","T7_R4_D1","Y1 Drought (soy)","8/9/2021","25","Formica","glacialis","Formica glacialis","0","1","NHKBS4159","AKS"
"2/15/2022","T7","R4","D1","T7_R4_D1","Y1 Drought (soy)","8/9/2021","25","Lasius","neoniger","Lasius neoniger","0","4","NHKBS4161","AKS"
"2/15/2022","T7","R4","D1","T7_R4_D1","Y1 Drought (soy)","8/9/2021","25","Myrmica","americana","Myrmica americana","0","20","NHKBS4157","AKS"
"2/15/2022","T7","R4","D1","T7_R4_D1","Y1 Drought (soy)","8/9/2021","25","Solenopsis","molesta","Solenopsis molesta","0","3","NHKBS4160","AKS"
"12/23/2021","T7","R4","IR","T7_R4_IR","Control (irrigated)","8/9/2021","4","Aphaenogaster","rudis","Aphaenogaster rudis","0","1","NHKBS3908","AKS"
"12/23/2021","T7","R4","IR","T7_R4_IR","Control (irrigated)","8/9/2021","4","Lasius","neoniger","Lasius neoniger","0","7","NHKBS3910","AKS"
"12/23/2021","T7","R4","IR","T7_R4_IR","Control (irrigated)","8/9/2021","4","Solenopsis","molesta","Solenopsis molesta","0","3","NHKBS3909","AKS"
"2/23/2022","T7","R4","VR","T7_R4_VR","Variable Rainfall","8/9/2021","18","Lasius","neoniger","Lasius neoniger","0","7","NHKBS4319","SF"
"2/23/2022","T7","R4","VR","T7_R4_VR","Variable Rainfall","8/9/2021","18","Aphaenogaster","rudis","Aphaenogaster rudis","0","6","NHKBS4320","SF"
"1/11/2022",NA,"R1","D1",NA,"Y1 Drought (soy)","8/11/2021","27","Tetramorium","immigrans","Tetramorium immigrans","0","7","NHKBS3934","AKS"
"1/21/2022",NA,"R1","D1",NA,"Y1 Drought (soy)","8/11/2021","27","Myrmica","detritinodis","Myrmica detritinodis","0","1","NHKBS3982","AKS"
"1/13/2022","T2","R1","IR","T2_R1_IR","Control (irrigated)","8/11/2021","7","Lasius","neoniger","Lasius neoniger","0","1","NHKBS3940","AKS"
"1/13/2022","T2","R1","IR","T2_R1_IR","Control (irrigated)","8/11/2021","7","Tetramorium","immigrans","Tetramorium immigrans","0","2","NHKBS3942","AKS"
"1/13/2022","T2","R1","IR","T2_R1_IR","Control (irrigated)","8/11/2021","7","Solenopsis","molesta","Solenopsis molesta","0","2","NHKBS3941","AKS"
"1/13/2022","T2","R1","VR","T2_R1_VR","Variable Rainfall","8/11/2021","1","Tetramorium","immigrans","Tetramorium immigrans","0","4","NHKBS3939","AKS"
"1/21/2022","T7","R1","IR","T7_R1_IR","Control (irrigated)","8/11/2021","7","Aphaenogaster","rudis","Aphaenogaster rudis","0","4","NHKBS3990","AKS"
"1/21/2022","T7","R1","IR","T7_R1_IR","Control (irrigated)","8/11/2021","7","Temnothorax","ambiguus","Temnothorax ambiguus","0","1","NHKBS3991","AKS"
"1/21/2022","T7","R1","VR","T7_R1_VR","Variable Rainfall","8/11/2021","1","Aphaenogaster","rudis","Aphaenogaster rudis","0","1","NHKBS3987","AKS"
"1/21/2022","T7","R1","VR","T7_R1_VR","Variable Rainfall","8/11/2021","1","Myrmica","detritinodis","Myrmica detritinodis","0","5","NHKBS3986","AKS"
"1/11/2022","T7","R2","D1","T7_R2_D1","Y1 Drought (soy)","8/11/2021","27","No ants","NULL","No ants NULL","NULL","NULL","NULL","AKS"
"1/18/2022","T7","R2","IR","T7_R2_IR","Control (irrigated)","8/11/2021","7","Formica","glacialis","Formica glacialis","0","1","NHKBS3964","AKS"
"1/20/2022","T7","R2","VR","T7_R2_VR","Variable Rainfall","8/11/2021","1","Aphaenogaster","rudis","Aphaenogaster rudis","0","1","NHKBS3979","AKS"
"1/20/2022","T7","R2","VR","T7_R2_VR","Variable Rainfall","8/11/2021","1","Formica","glacialis","Formica glacialis","0","1","NHKBS3977","AKS"
"1/20/2022","T7","R2","VR","T7_R2_VR","Variable Rainfall","8/11/2021","1","Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS3978","AKS"
"1/25/2022","T1","R2","D1","T1_R2_D1","Y1 Drought (soy)","8/16/2021","32","Lasius","neoniger","Lasius neoniger","0","7","NHKBS4002","AKS"
"1/25/2022","T1","R2","D1","T1_R2_D1","Y1 Drought (soy)","8/16/2021","32","Solenopsis","molesta","Solenopsis molesta","0","1","NHKBS4001","AKS"
"12/27/2021","T1","R2","IR","T1_R2_IR","Control (irrigated)","8/16/2021","3","Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS3916","AKS"
"1/18/2022","T1","R2","VR","T1_R2_VR","Variable Rainfall","8/16/2021","6","No ants","NULL","No ants NULL","NULL","NULL","NULL","AKS"
"1/14/2022","T1","R3","D1","T1_R3_D1","Y1 Drought (soy)","8/16/2021","32","Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS3956","AKS"
"1/21/2022","T1","R3","IR","T1_R3_IR","Control (irrigated)","8/16/2021","3","Tetramorium","immigrans","Tetramorium immigrans","0","4","NHKBS3989","AKS"
"1/25/2022","T1","R3","VR","T1_R3_VR","Variable Rainfall","8/16/2021","4","No ants","NULL","No ants NULL","NULL","NULL","NULL","AKS"
"12/27/2021","T2","R1","D1","T2_R1_D1","Y1 Drought (soy)","8/16/2021","32","Lasius","neoniger","Lasius neoniger","0","1","NHKBS3919","AKS"
"12/27/2021","T2","R1","D1","T2_R1_D1","Y1 Drought (soy)","8/16/2021","32","Tetramorium","immigrans","Tetramorium immigrans","0","6","NHKBS3918","AKS"
"1/25/2022","T2","R1","IR","T2_R1_IR","Control (irrigated)","8/16/2021","3","No ants","NULL","No ants NULL","NULL","NULL","NULL","AKS"
"1/18/2022","T2","R1","VR","T2_R1_VR","Variable Rainfall","8/16/2021","6","Lasius","neoniger","Lasius neoniger","0","1","NHKBS3967","AKS"
"1/18/2022","T2","R1","VR","T2_R1_VR","Variable Rainfall","8/16/2021","6","Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS3968","AKS"
"2/9/2022","T2","R4","D1","T2_R4_D1","Y1 Drought (soy)","8/16/2021","32","Lasius","neoniger","Lasius neoniger","0","2","NHKBS4138","JDS"
"2/9/2022","T2","R4","D1","T2_R4_D1","Y1 Drought (soy)","8/16/2021","32","Solenopsis","molesta","Solenopsis molesta","0","5","NHKBS4137","JDS"
"12/23/2021","T2","R4","IR","T2_R4_IR","Control (irrigated)","8/16/2021","3","Lasius","neoniger","Lasius neoniger","0","2","NHKBS3906","AKS"
"2/1/2022","T2","R4","VR","T2_R4_VR","Variable Rainfall","8/16/2021","4","No ants","NULL","No ants NULL","NULL","NULL","NULL","AKS"
"1/11/2022","T7","R2","D1","T7_R2_D1","Y1 Drought (soy)","8/16/2021","32","Formica","sp","Formica sp","0","1",NA,"AKS"
"1/11/2022","T7","R2","D1","T7_R2_D1","Y1 Drought (soy)","8/16/2021","32","Lasius","neoniger","Lasius neoniger","0","2","NHKBS3935","AKS"
"1/11/2022","T7","R2","D1","T7_R2_D1","Y1 Drought (soy)","8/16/2021","32","Myrmica","detritinodis","Myrmica detritinodis","0","1","NHKBS3936","AKS"
"1/20/2022","T7","R2","IR","T7_R2_IR","Control (irrigated)","8/16/2021","3","Formica","glacialis","Formica glacialis","0","1","NHKBS3981","AKS"
"1/21/2022","T7","R2","VR","T7_R2_VR","Variable Rainfall","8/16/2021","6","Formica","glacialis","Formica glacialis","0","1","NHKBS3988","AKS"
"1/18/2022","T7","R3","D1","T7_R3_D1","Y1 Drought (soy)","8/16/2021","32","No ants","NULL","No ants NULL","NULL","NULL","NULL","AKS"
"2/10/2022","T7","R3",NA,"T7_R3_NA","FALSE","8/16/2021","4","Myrmica","americana","Myrmica americana","0","2","NHKBS4153","AKS"
"1/18/2022","T7","R3",NA,"T7_R3_NA","FALSE","8/16/2021","6","Formica","glacialis","Formica glacialis","0","2","NHKBS3971","AKS"
"1/18/2022","T7","R3",NA,"T7_R3_NA","FALSE","8/16/2021","6","Myrmica","detritinodis","Myrmica detritinodis","0","4","NHKBS3973","AKS"
"8/31/2021","T7","R6","D1","T7_R6_D1","Y1 Drought (soy)","8/16/2021","32","Aphaenogaster","rudis","Aphaenogaster rudis","0","5","NHKBS3504","JDS"
"8/31/2021","T7","R6","D1","T7_R6_D1","Y1 Drought (soy)","8/16/2021","32","Brachymyrmex","depilis","Brachymyrmex depilis","0","3","NHKBS3505","JDS"
"8/31/2021","T7","R6","D1","T7_R6_D1","Y1 Drought (soy)","8/16/2021","32","Tetramorium","immigrans","Tetramorium immigrans","0","6","NHKBS3503","JDS"
"8/31/2021","T7","R6","IR","T7_R6_IR","Control (irrigated)","8/16/2021","3","Aphaenogaster","rudis","Aphaenogaster rudis","0","2","NHKBS3516","JDS"
"8/31/2021","T7","R6","IR","T7_R6_IR","Control (irrigated)","8/16/2021","3","Lasius","neoniger","Lasius neoniger","0","2","NHKBS3518","JDS"
"8/31/2021","T7","R6","IR","T7_R6_IR","Control (irrigated)","8/16/2021","3","Myrmica","americana","Myrmica americana","0","23","NHKBS3517","JDS"
"8/31/2021","T7","R6","IR","T7_R6_IR","Control (irrigated)","8/16/2021","3","Nylanderia","parvula","Nylanderia parvula","0","15","NHKBS3519","JDS"
"8/31/2021","T7","R6","IR","T7_R6_IR","Control (irrigated)","8/16/2021","3","Solenopsis","molesta","Solenopsis molesta","0","3","NHKBS3520","JDS"
"1/21/2022","T7","R6","VR","T7_R6_VR","Variable Rainfall","8/16/2021","4","Aphaenogaster","rudis","Aphaenogaster rudis","0","3","NHKBS3983","AKS"
"1/21/2022","T7","R6","VR","T7_R6_VR","Variable Rainfall","8/16/2021","4","Crematogaster","cerasi","Crematogaster cerasi","0","2","NHKBS3984","AKS"
"1/21/2022","T7","R6","VR","T7_R6_VR","Variable Rainfall","8/16/2021","4","Myrmica","detritinodis","Myrmica detritinodis","0","1","NHKBS3985","AKS"
"1/1/2022","T1","R1","D1","T1_R1_D1","Y1 Drought (soy)","8/23/2021","39","No ants","NULL","No ants NULL","0","NULL","NULL","AKS"
"1/1/2022","T1","R1","IR","T1_R1_IR","Control (irrigated)","8/23/2021","5","No ants","NULL","No ants NULL","NULL","NULL","NULL","AKS"
"12/6/2021","T1","R1","VR","T1_R1_VR","Variable Rainfall","8/23/2021","13","Lasius","neoniger","Lasius neoniger","0","1","NHKBS3844","ECO"
"12/6/2021","T1","R1","VR","T1_R1_VR","Variable Rainfall","8/23/2021","13","Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS3845","ECO"
"12/6/2021","T1","R4","D1","T1_R4_D1","Y1 Drought (soy)","8/23/2021","39","Lasius","neoniger","Lasius neoniger","0","5","NHKBS3892","JDS"
"12/6/2021","T1","R4","D1","T1_R4_D1","Y1 Drought (soy)","8/23/2021","39","Solenopsis","molesta","Solenopsis molesta","0","2","NHKBS3893","JDS"
"1/1/2022","T1","R4","IR","T1_R4_IR","Control (irrigated)","8/23/2021","3","No ants","NULL","No ants NULL","NULL","NULL","NULL","AKS"
"1/14/2022","T1","R4","VR","T1_R4_VR","Variable Rainfall","8/23/2021","11","No ants","NULL","No ants NULL","NULL","NULL","NULL","AKS"
"1/14/2022","T2","R3","IR","T2_R3_IR","Control (irrigated)","8/23/2021","5","Lasius","neoniger","Lasius neoniger","0","1","NHKBS3948","AKS"
"1/14/2022","T2","R3","VR","T2_R3_VR","Variable Rainfall","8/23/2021","13","Tetramorium","immigrans","Tetramorium immigrans","0","2","NHKBS3952","AKS"
"1/18/2022","T2","R6","D1","T2_R6_D1","Y1 Drought (soy)","8/23/2021","39","Lasius","neoniger","Lasius neoniger","0","2","NHKBS3958","AKS"
"1/18/2022","T2","R6","D1","T2_R6_D1","Y1 Drought (soy)","8/23/2021","39","Solenopsis","molesta","Solenopsis molesta","0","1","NHKBS3959","AKS"
"1/18/2022","T2","R6","D1","T2_R6_D1","Y1 Drought (soy)","8/23/2021","39","Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS3960","AKS"
"12/7/2021","T2","R6","IR","T2_R6_IR","Control (irrigated)","8/23/2021","3","Lasius","neoniger","Lasius neoniger","0","2","NHKBS3884","AKS"
"12/7/2021","T2","R6","IR","T2_R6_IR","Control (irrigated)","8/23/2021","3","Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS3885","AKS"
"1/18/2022","T2","R6","VR","T2_R6_VR","Variable Rainfall","8/23/2021","11","Lasius","neoniger","Lasius neoniger","0","1","NHKBS3969","AKS"
"1/18/2022","T2","R6","VR","T2_R6_VR","Variable Rainfall","8/23/2021","11","Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS3970","AKS"
"12/6/2021","T7","R1","D1","T7_R1_D1","Y1 Drought (soy)","8/23/2021","39","Aphaenogaster","rudis","Aphaenogaster rudis","0","1","NHKBS3894","JDS"
"12/6/2021","T7","R1","D1","T7_R1_D1","Y1 Drought (soy)","8/23/2021","39","Lasius","americanus","Lasius americanus","0","1","NHKBS3896","JDS"
"12/6/2021","T7","R1","D1","T7_R1_D1","Y1 Drought (soy)","8/23/2021","39","Prenolepis","imparis","Prenolepis imparis","0","47","NHKBS3895","JDS"
"12/6/2021","T7","R1","D1","T7_R1_D1","Y1 Drought (soy)","8/23/2021","39","Temnothorax","ambiguus","Temnothorax ambiguus","0","1","NHKBS3897","JDS"
"12/6/2021","T7","R1","IR","T7_R1_IR","Control (irrigated)","8/23/2021","5","Aphaenogaster","rudis","Aphaenogaster rudis","0","3","NHKBS3898","JDS"
"12/6/2021","T7","R1","IR","T7_R1_IR","Control (irrigated)","8/23/2021","5","Brachymyrmex","depilis","Brachymyrmex depilis","0","1","NHKBS3905","JDS"
"12/6/2021","T7","R1","VR","T7_R1_VR","Variable Rainfall","8/23/2021","13","Lasius","neoniger","Lasius neoniger","0","8","NHKBS3840","ECO"
"12/6/2021","T7","R1","VR","T7_R1_VR","Variable Rainfall","8/23/2021","13","Myrmica","detritinodis","Myrmica detritinodis","0","2","NHKBS3841","ECO"
"12/6/2021","T7","R4","D1","T7_R4_D1","Y1 Drought (soy)","8/23/2021","39","Aphaenogaster","rudis","Aphaenogaster rudis","0","2","NHKBS3902","JDS"
"12/6/2021","T7","R4","D1","T7_R4_D1","Y1 Drought (soy)","8/23/2021","39","Formica","subsericea","Formica subsericea","0","1","NHKBS3903","JDS"
"12/6/2021","T7","R4","D1","T7_R4_D1","Y1 Drought (soy)","8/23/2021","39","Lasius","neoniger","Lasius neoniger","0","9","NHKBS3901","JDS"
"12/6/2021","T7","R4","D1","T7_R4_D1","Y1 Drought (soy)","8/23/2021","39","Myrmica","americana","Myrmica americana","0","20","NHKBS3904","JDS"
"12/6/2021","T7","R4","D1","T7_R4_D1","Y1 Drought (soy)","8/23/2021","39","Solenopsis","molesta","Solenopsis molesta","0","2","NHKBS3899","JDS"
"12/6/2021","T7","R4","D1","T7_R4_D1","Y1 Drought (soy)","8/23/2021","39","Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS3900","JDS"
"1/14/2022","T7","R4","IR","T7_R4_IR","Control (irrigated)","8/23/2021","3","Aphaenogaster","rudis","Aphaenogaster rudis","0","2","NHKBS3953","AKS"
"1/14/2022","T7","R4","IR","T7_R4_IR","Control (irrigated)","8/23/2021","3","Lasius","neoniger","Lasius neoniger","0","3","NHKBS3954","AKS"
"1/14/2022","T7","R4","IR","T7_R4_IR","Control (irrigated)","8/23/2021","3","Solenopsis","molesta","Solenopsis molesta","0","1","NHKBS3955","AKS"
"12/7/2021","T7","R4","VR","T7_R4_VR","Variable Rainfall","8/23/2021","11","Aphaenogaster","rudis","Aphaenogaster rudis","0","2","NHKBS3883","AKS"
"12/7/2021","T7","R4","VR","T7_R4_VR","Variable Rainfall","8/23/2021","11","Lasius","neoniger","Lasius neoniger","0","1","NHKBS3882","AKS"
"12/7/2021","T7","R4","VR","T7_R4_VR","Variable Rainfall","8/23/2021","11","Solenopsis","molesta","Solenopsis molesta","0","3","NHKBS3881","AKS"
"1/12/2022","T7","R5","D1","T7_R5_D1","Y1 Drought (soy)","8/23/2021","39","Formica","glacialis","Formica glacialis","0","7","NHKBS3938","AKS"
"1/12/2022","T7","R5","D1","T7_R5_D1","Y1 Drought (soy)","8/23/2021","39","Myrmica","fracticornis","Myrmica fracticornis","0","5","NHKBS3937","AKS"
"1/13/2022","T7","R5","IR","T7_R5_IR","Control (irrigated)","8/23/2021","3","Formica","glacialis","Formica glacialis","0","1","NHKBS3944","AKS"
"1/13/2022","T7","R5","IR","T7_R5_IR","Control (irrigated)","8/23/2021","3","Lasius","neoniger","Lasius neoniger","0","1","NHKBS3943","AKS"
"1/13/2022","T7","R5","IR","T7_R5_IR","Control (irrigated)","8/23/2021","3","Myrmica","americana","Myrmica americana","0","1","NHKBS3945","AKS"
"1/1/2022","T7","R5","VR","T7_R5_VR","Variable Rainfall","8/23/2021","11","Formica","subsericea","Formica subsericea","0","6","NHKBS3925","AKS"
"1/1/2022","T7","R5","VR","T7_R5_VR","Variable Rainfall","8/23/2021","11","Lasius","sp","Lasius sp","1","1","NHKBS3927","AKS"
"1/1/2022","T7","R5","VR","T7_R5_VR","Variable Rainfall","8/23/2021","11","Lasius","neoniger","Lasius neoniger","0","36","NHKBS3926","AKS"
"2/7/2022","T1","R3","D1","T1_R3_D1","Y1 Drought (soy)","8/31/2021","2","Tetramorium","immigrans","Tetramorium immigrans","0","2","NHKBS4103","JDS"
"1/25/2022","T1","R3","IR","T1_R3_IR","Control (irrigated)","8/31/2021","2","Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS4028","JDS"
"1/25/2022","T1","R3","VR","T1_R3_VR","Variable Rainfall","8/31/2021","2","Lasius","neoniger","Lasius neoniger","0","1","NHKBS4030","JDS"
"1/25/2022","T1","R3","VR","T1_R3_VR","Variable Rainfall","8/31/2021","2","Tetramorium","immigrans","Tetramorium immigrans","0","4","NHKBS4029","JDS"
"2/8/2022","T1","R4","D1","T1_R4_D1","Y1 Drought (soy)","8/31/2021","2","Lasius","neoniger","Lasius neoniger","0","4","NHKBS4109","JDS"
"2/8/2022","T1","R4","D1","T1_R4_D1","Y1 Drought (soy)","8/31/2021","2","Solenopsis","molesta","Solenopsis molesta","0","1","NHKBS4110","JDS"
"1/24/2022","T1","R4","IR","T1_R4_IR","Control (irrigated)","8/31/2021","2","Lasius","neoniger","Lasius neoniger","0","3","NHKBS4019","JDS"
"1/24/2022","T1","R4","IR","T1_R4_IR","Control (irrigated)","8/31/2021","2","Myrmica","americana","Myrmica americana","0","1","NHKBS4020","JDS"
"2/7/2022","T1","R4","VR","T1_R4_VR","Variable Rainfall","8/31/2021","2","No ants","NULL","No ants NULL","NULL","NULL","NULL","JDS"
"2/8/2022","T2","R4","D1","T2_R4_D1","Y1 Drought (soy)","8/31/2021","2","Lasius","neoniger","Lasius neoniger","0","1","NHKBS4106","JDS"
"2/8/2022","T2","R4","D1","T2_R4_D1","Y1 Drought (soy)","8/31/2021","2","Myrmica","americana","Myrmica americana","0","1","NHKBS4108","JDS"
"2/8/2022","T2","R4","D1","T2_R4_D1","Y1 Drought (soy)","8/31/2021","2","Solenopsis","molesta","Solenopsis molesta","0","6","NHKBS4107","JDS"
"1/28/2022","T2","R4","IR","T2_R4_IR","Control (irrigated)","8/31/2021","2","Lasius","neoniger","Lasius neoniger","0","1","NHKBS4083","JDS"
